dsid,cdid,topic
ukea,nmnl,/economy/grossdomesticproductgdp
ukea,nmnr,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmnu,/economy/grossdomesticproductgdp
ukea,nmnz,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmoa,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmob,/economy/grossdomesticproductgdp
ukea,nmod,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmoe,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nmql,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmre,/economy/grossdomesticproductgdp
ukea,nmrh,/economy/grossdomesticproductgdp
ukea,nmrk,/economy/grossdomesticproductgdp
ukea,nmrl,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nmrp,/economy/grossdomesticproductgdp
ukea,nmru,/economy/grossdomesticproductgdp
ukea,nmry,/economy/grossdomesticproductgdp
ukea,nmwg,/economy/grossdomesticproductgdp
ukea,nmxo,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nmxv,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nmxz,/economy/grossdomesticproductgdp
ukea,nmyb,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmyc,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmyd,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmye,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nmyf,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmyh,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nmyl,/economy/grossdomesticproductgdp
ukea,nmym,/economy/grossdomesticproductgdp
ukea,nmyo,/economy/grossdomesticproductgdp
ukea,nmyr,/economy/grossdomesticproductgdp
ukea,nmyu,/economy/grossdomesticproductgdp
ukea,nmyv,/economy/grossdomesticproductgdp
ukea,nmyy,/economy/grossdomesticproductgdp
ukea,nmzh,/economy/grossdomesticproductgdp
ukea,nmzj,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nmzk,/economy/grossdomesticproductgdp
ukea,nmzl,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmzr,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nmzs,/economy/grossdomesticproductgdp
ukea,nmzt,/economy/grossdomesticproductgdp
ukea,nmzu,/economy/grossdomesticproductgdp
ukea,nmzx,/economy/grossdomesticproductgdp
ukea,nnaa,/economy/grossdomesticproductgdp
ukea,nnab,/economy/grossdomesticproductgdp
ukea,nnad,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnae,/economy/grossdomesticproductgdp
ukea,nnaf,/economy/grossdomesticproductgdp
ukea,nnag,/economy/grossdomesticproductgdp
ukea,nnai,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nnan,/economy/grossdomesticproductgdp
ukea,nnao,/economy/grossdomesticproductgdp
ukea,nnaq,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnar,/economy/grossdomesticproductgdp
ukea,nnau,/economy/grossdomesticproductgdp
ukea,nnaw,/economy/grossdomesticproductgdp
ukea,nnax,/economy/grossdomesticproductgdp
ukea,nnay,/economy/grossdomesticproductgdp
ukea,nnbb,/economy/grossdomesticproductgdp
ukea,nnbc,/economy/grossdomesticproductgdp
ukea,nnbf,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnbg,/economy/grossdomesticproductgdp
ukea,nnbi,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnbj,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnbk,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nnbz,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnks,/economy/grossdomesticproductgdp
ukea,nnkw,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnky,/economy/grossdomesticproductgdp
ukea,nnlc,/economy/grossdomesticproductgdp
ukea,nnll,/economy/grossdomesticproductgdp
ukea,nnlm,/economy/grossdomesticproductgdp
ukea,nnln,/economy/grossdomesticproductgdp
ukea,nnmi,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nnml,/economy/nationalaccounts/uksectoraccounts
ukea,nnmp,/economy/nationalaccounts/uksectoraccounts
ukea,nnmq,/economy/grossdomesticproductgdp
ukea,nnms,/economy/grossdomesticproductgdp
ukea,nnmu,/economy/grossdomesticproductgdp
ukea,nnmw,/economy/grossdomesticproductgdp
ukea,nnmx,/economy/grossdomesticproductgdp
ukea,nnmy,/economy/nationalaccounts/uksectoraccounts
ukea,nnna,/economy/grossdomesticproductgdp
ukea,nnne,/economy/grossdomesticproductgdp
ukea,nnnf,/economy/grossdomesticproductgdp
ukea,nnnk,/economy/grossdomesticproductgdp
ukea,nnnl,/economy/grossdomesticproductgdp
ukea,nnnn,/economy/grossdomesticproductgdp
ukea,nnnq,/economy/grossdomesticproductgdp
ukea,nnnv,/economy/grossdomesticproductgdp
ukea,nnnw,/economy/grossdomesticproductgdp
ukea,nnoa,/economy/nationalaccounts/uksectoraccounts
ukea,nnoq,/economy/grossdomesticproductgdp
ukea,nnos,/economy/nationalaccounts/uksectoraccounts
ukea,nnox,/economy/grossdomesticproductgdp
ukea,nnoy,/economy/grossdomesticproductgdp
ukea,nnoz,/economy/grossdomesticproductgdp
ukea,nnpc,/economy/grossdomesticproductgdp
ukea,nnpg,/economy/grossdomesticproductgdp
ukea,nnph,/economy/grossdomesticproductgdp
ukea,nnpl,/economy/grossdomesticproductgdp
ukea,nnpm,/economy/nationalaccounts/uksectoraccounts
ukea,nnpp,/economy/nationalaccounts/uksectoraccounts
ukea,nnqc,/economy/nationalaccounts/uksectoraccounts
ukea,nnqo,/economy/grossdomesticproductgdp
ukea,nnra,/economy/grossdomesticproductgdp
ukea,nnre,/economy/nationalaccounts/uksectoraccounts
ukea,nnrg,/economy/grossdomesticproductgdp
ukea,nnri,/economy/grossdomesticproductgdp
ukea,nnrk,/economy/grossdomesticproductgdp
ukea,nnrp,/economy/grossdomesticproductgdp
ukea,nnru,/economy/grossdomesticproductgdp
ukea,nnsq,/economy/nationalaccounts/uksectoraccounts
ukea,nnst,/economy/grossdomesticproductgdp
ukea,nnsx,/economy/grossdomesticproductgdp
ukea,nnsy,/economy/grossdomesticproductgdp
ukea,nnta,/economy/grossdomesticproductgdp
ukea,nnte,/economy/grossdomesticproductgdp
ukea,nntf,/economy/grossdomesticproductgdp
ukea,nntg,/economy/grossdomesticproductgdp
ukea,nnti,/economy/grossdomesticproductgdp
ukea,nntj,/economy/grossdomesticproductgdp
ukea,nntm,/economy/grossdomesticproductgdp
ukea,nntn,/economy/grossdomesticproductgdp
ukea,nnts,/economy/grossdomesticproductgdp
ukea,nntt,/economy/grossdomesticproductgdp
ukea,nntv,/economy/grossdomesticproductgdp
ukea,nntw,/economy/grossdomesticproductgdp
ukea,nnty,/economy/grossdomesticproductgdp
ukea,nnud,/economy/grossdomesticproductgdp
ukea,nnue,/economy/grossdomesticproductgdp
ukea,nnui,/economy/grossdomesticproductgdp
ukea,nnuk,/economy/grossdomesticproductgdp
ukea,nnuq,/economy/grossdomesticproductgdp
ukea,nnut,/economy/grossdomesticproductgdp
ukea,nnux,/economy/grossdomesticproductgdp
ukea,nnuy,/economy/grossdomesticproductgdp
ukea,nnva,/economy/grossdomesticproductgdp
ukea,nnvf,/economy/grossdomesticproductgdp
ukea,nnvg,/economy/grossdomesticproductgdp
ukea,nnvk,/economy/grossdomesticproductgdp
ukea,nnvo,/economy/grossdomesticproductgdp
ukea,nnvt,/economy/grossdomesticproductgdp
ukea,nnvu,/economy/grossdomesticproductgdp
ukea,nnvx,/economy/grossdomesticproductgdp
ukea,nnwb,/economy/grossdomesticproductgdp
ukea,nnwc,/economy/grossdomesticproductgdp
ukea,nnwe,/economy/grossdomesticproductgdp
ukea,nnwk,/economy/grossdomesticproductgdp
ukea,nnwr,/economy/grossdomesticproductgdp
ukea,nnxi,/economy/grossdomesticproductgdp
ukea,nnxm,/economy/grossdomesticproductgdp
ukea,nnxo,/economy/grossdomesticproductgdp
ukea,nnxu,/economy/grossdomesticproductgdp
ukea,nnyb,/economy/grossdomesticproductgdp
ukea,nnyc,/economy/grossdomesticproductgdp
ukea,nnyd,/economy/grossdomesticproductgdp
ukea,nnye,/economy/grossdomesticproductgdp
ukea,nnyj,/economy/grossdomesticproductgdp
ukea,nnyk,/economy/grossdomesticproductgdp
ukea,nnyy,/economy/grossdomesticproductgdp
ukea,nnzb,/economy/nationalaccounts/uksectoraccounts
ukea,nnzf,/economy/nationalaccounts/uksectoraccounts
ukea,nnzg,/economy/grossdomesticproductgdp
ukea,nnzi,/economy/grossdomesticproductgdp
ukea,nnzk,/economy/grossdomesticproductgdp
ukea,nnzm,/economy/grossdomesticproductgdp
ukea,nnzn,/economy/grossdomesticproductgdp
ukea,nnzo,/economy/nationalaccounts/uksectoraccounts
ukea,nnzq,/economy/grossdomesticproductgdp
ukea,nnzu,/economy/grossdomesticproductgdp
ukea,nnzv,/economy/grossdomesticproductgdp
ukea,nolo,/economy/grossdomesticproductgdp
ukea,nolp,/economy/grossdomesticproductgdp
ukea,nolr,/economy/grossdomesticproductgdp
ukea,nolu,/economy/grossdomesticproductgdp
ukea,nolz,/economy/grossdomesticproductgdp
ukea,nome,/economy/nationalaccounts/uksectoraccounts
ukea,nomm,/economy/grossdomesticproductgdp
ukea,nomp,/economy/grossdomesticproductgdp
ukea,nomt,/economy/grossdomesticproductgdp
ukea,nomu,/economy/grossdomesticproductgdp
ukea,nomw,/economy/nationalaccounts/uksectoraccounts
ukea,nonb,/economy/grossdomesticproductgdp
ukea,nonc,/economy/grossdomesticproductgdp
ukea,nong,/economy/grossdomesticproductgdp
ukea,nonk,/economy/grossdomesticproductgdp
ukea,nonp,/economy/grossdomesticproductgdp
ukea,nonq,/economy/nationalaccounts/uksectoraccounts
ukea,nont,/economy/nationalaccounts/uksectoraccounts
ukea,nonx,/economy/nationalaccounts/uksectoraccounts
ukea,noof,/economy/grossdomesticproductgdp
ukea,noog,/economy/nationalaccounts/uksectoraccounts
ukea,noos,/economy/grossdomesticproductgdp
ukea,nopi,/economy/nationalaccounts/uksectoraccounts
ukea,nopk,/economy/grossdomesticproductgdp
ukea,nopo,/economy/grossdomesticproductgdp
ukea,nopq,/economy/grossdomesticproductgdp
ukea,nopx,/economy/grossdomesticproductgdp
ukea,nopy,/economy/grossdomesticproductgdp
ukea,nopz,/economy/grossdomesticproductgdp
ukea,noqa,/economy/nationalaccounts/uksectoraccounts
ukea,noqf,/economy/grossdomesticproductgdp
ukea,noqg,/economy/grossdomesticproductgdp
ukea,noqh,/economy/grossdomesticproductgdp
ukea,noqu,/economy/nationalaccounts/uksectoraccounts
ukea,npek,/economy/grossdomesticproductgdp
ukea,npel,/economy/grossdomesticproductgdp
ukea,npem,/economy/grossdomesticproductgdp
ukea,npen,/economy/grossdomesticproductgdp
ukea,npjo,/economy/grossdomesticproductgdp
ukea,npjp,/economy/grossdomesticproductgdp
ukea,npjq,/economy/grossdomesticproductgdp
ukea,npjr,/economy/grossdomesticproductgdp
ukea,npov,/economy/grossdomesticproductgdp
ukea,npox,/economy/grossdomesticproductgdp
ukea,npoz,/economy/grossdomesticproductgdp
ukea,nppb,/economy/grossdomesticproductgdp
ukea,nppd,/economy/grossdomesticproductgdp
ukea,nppf,/economy/grossdomesticproductgdp
ukea,npph,/economy/grossdomesticproductgdp
ukea,nppj,/economy/grossdomesticproductgdp
ukea,nppx,/economy/grossdomesticproductgdp
ukea,nppz,/economy/grossdomesticproductgdp
ukea,npqr,/economy/grossdomesticproductgdp
ukea,npqs,/economy/grossdomesticproductgdp
ukea,npqt,/economy/grossdomesticproductgdp
ukea,npqx,/economy/grossdomesticproductgdp
ukea,npup,/economy/governmentpublicsectorandtaxes/publicspending
ukea,npvq,/economy/governmentpublicsectorandtaxes/publicspending
ukea,npvz,/economy/grossdomesticproductgdp
ukea,npwb,/economy/grossdomesticproductgdp
ukea,npwc,/economy/grossdomesticproductgdp
ukea,npwd,/economy/governmentpublicsectorandtaxes/publicspending
ukea,npwf,/economy/grossdomesticproductgdp
ukea,npwg,/economy/grossdomesticproductgdp
ukea,npwl,/economy/grossdomesticproductgdp
ukea,npwn,/economy/grossdomesticproductgdp
ukea,npwp,/economy/grossdomesticproductgdp
ukea,npwr,/economy/grossdomesticproductgdp
ukea,npws,/economy/grossdomesticproductgdp
ukea,npwt,/economy/grossdomesticproductgdp
ukea,npwu,/economy/grossdomesticproductgdp
ukea,npwv,/economy/governmentpublicsectorandtaxes/publicspending
ukea,npwx,/economy/grossdomesticproductgdp
ukea,npwz,/economy/grossdomesticproductgdp
ukea,npxa,/economy/grossdomesticproductgdp
ukea,npxb,/economy/grossdomesticproductgdp
ukea,npxc,/economy/grossdomesticproductgdp
ukea,npxp,/economy/grossdomesticproductgdp
ukea,npxr,/economy/grossdomesticproductgdp
ukea,npxs,/economy/grossdomesticproductgdp
ukea,npxt,/economy/governmentpublicsectorandtaxes/publicspending
ukea,npxv,/economy/grossdomesticproductgdp
ukea,npxw,/economy/grossdomesticproductgdp
ukea,npyb,/economy/nationalaccounts/uksectoraccounts
ukea,npyd,/economy/nationalaccounts/uksectoraccounts
ukea,npyf,/economy/grossdomesticproductgdp
ukea,npyh,/economy/nationalaccounts/uksectoraccounts
ukea,npyi,/economy/nationalaccounts/uksectoraccounts
ukea,npyj,/economy/governmentpublicsectorandtaxes/publicspending
ukea,npyl,/economy/nationalaccounts/uksectoraccounts
ukea,npyn,/economy/nationalaccounts/uksectoraccounts
ukea,npyo,/economy/nationalaccounts/uksectoraccounts
ukea,npyp,/economy/grossdomesticproductgdp
ukea,npyq,/economy/grossdomesticproductgdp
ukea,npyr,/economy/grossdomesticproductgdp
ukea,npys,/economy/grossdomesticproductgdp
ukea,nqad,/economy/grossdomesticproductgdp
ukea,nqae,/economy/nationalaccounts/uksectoraccounts
ukea,nqak,/economy/grossdomesticproductgdp
ukea,nqal,/economy/grossdomesticproductgdp
ukea,nqan,/economy/grossdomesticproductgdp
ukea,nqap,/economy/grossdomesticproductgdp
ukea,nqaw,/economy/grossdomesticproductgdp
ukea,nqbd,/economy/grossdomesticproductgdp
ukea,nqbe,/economy/grossdomesticproductgdp
ukea,nqbg,/economy/grossdomesticproductgdp
ukea,nqbi,/economy/grossdomesticproductgdp
ukea,nqbj,/economy/grossdomesticproductgdp
ukea,nqbk,/economy/grossdomesticproductgdp
ukea,nqbl,/economy/grossdomesticproductgdp
ukea,nqbq,/economy/grossdomesticproductgdp
ukea,nqbr,/economy/grossdomesticproductgdp
ukea,nqbs,/economy/grossdomesticproductgdp
ukea,nqbt,/economy/grossdomesticproductgdp
ukea,nqby,/economy/grossdomesticproductgdp
ukea,nqbz,/economy/grossdomesticproductgdp
ukea,nqca,/economy/grossdomesticproductgdp
ukea,nqcb,/economy/grossdomesticproductgdp
ukea,nqcc,/economy/grossdomesticproductgdp
ukea,nqce,/economy/grossdomesticproductgdp
ukea,nqcf,/economy/grossdomesticproductgdp
ukea,nqcg,/economy/grossdomesticproductgdp
ukea,nqck,/economy/grossdomesticproductgdp
ukea,nqcm,/economy/grossdomesticproductgdp
ukea,nqcn,/economy/grossdomesticproductgdp
ukea,nqco,/economy/grossdomesticproductgdp
ukea,nqcp,/economy/grossdomesticproductgdp
ukea,nqcq,/economy/grossdomesticproductgdp
ukea,nqcr,/economy/grossdomesticproductgdp
ukea,nqcs,/economy/grossdomesticproductgdp
ukea,nqct,/economy/grossdomesticproductgdp
ukea,nqcu,/economy/grossdomesticproductgdp
ukea,nqcv,/economy/grossdomesticproductgdp
ukea,nqcx,/economy/grossdomesticproductgdp
ukea,nqdd,/economy/grossdomesticproductgdp
ukea,nqdg,/economy/grossdomesticproductgdp
ukea,nqdh,/economy/grossdomesticproductgdp
ukea,nqdl,/economy/grossdomesticproductgdp
ukea,nqdn,/economy/grossdomesticproductgdp
ukea,nqdu,/economy/grossdomesticproductgdp
ukea,nqdv,/economy/grossdomesticproductgdp
ukea,nqdw,/economy/grossdomesticproductgdp
ukea,nqdx,/economy/grossdomesticproductgdp
ukea,nqdy,/economy/grossdomesticproductgdp
ukea,nqea,/economy/grossdomesticproductgdp
ukea,nqel,/economy/grossdomesticproductgdp
ukea,nqeo,/economy/grossdomesticproductgdp
ukea,nqep,/economy/grossdomesticproductgdp
ukea,nqet,/economy/grossdomesticproductgdp
ukea,nqew,/economy/grossdomesticproductgdp
ukea,nqey,/economy/grossdomesticproductgdp
ukea,nqfb,/economy/grossdomesticproductgdp
ukea,nqfd,/economy/grossdomesticproductgdp
ukea,nqfh,/economy/grossdomesticproductgdp
ukea,nqfj,/economy/grossdomesticproductgdp
ukea,nqfm,/economy/grossdomesticproductgdp
ukea,nqft,/economy/nationalaccounts/uksectoraccounts
ukea,nqnv,/economy/grossdomesticproductgdp
ukea,nqnw,/economy/grossdomesticproductgdp
ukea,nqny,/economy/grossdomesticproductgdp
ukea,nqnz,/economy/grossdomesticproductgdp
ukea,nqoe,/economy/grossdomesticproductgdp
ukea,nqof,/economy/grossdomesticproductgdp
ukea,nqog,/economy/grossdomesticproductgdp
ukea,nqoh,/economy/grossdomesticproductgdp
ukea,nqoi,/economy/grossdomesticproductgdp
ukea,nqoj,/economy/grossdomesticproductgdp
ukea,nqok,/economy/grossdomesticproductgdp
ukea,nqol,/economy/grossdomesticproductgdp
ukea,nqon,/economy/grossdomesticproductgdp
ukea,nrgp,/economy/grossdomesticproductgdp
ukea,nrgr,/economy/grossdomesticproductgdp
ukea,nrgz,/economy/grossdomesticproductgdp
ukea,nrjb,/economy/grossdomesticproductgdp
ukea,nrjd,/economy/grossdomesticproductgdp
ukea,nrjh,/economy/grossdomesticproductgdp
ukea,nrji,/economy/grossdomesticproductgdp
ukea,nrjj,/economy/grossdomesticproductgdp
ukea,nrjk,/economy/grossdomesticproductgdp
ukea,nrjl,/economy/grossdomesticproductgdp
ukea,nrjm,/economy/grossdomesticproductgdp
ukea,nrjn,/economy/grossdomesticproductgdp
ukea,nrjq,/economy/grossdomesticproductgdp
ukea,nrjr,/economy/grossdomesticproductgdp
ukea,nrjs,/economy/grossdomesticproductgdp
ukea,nrjt,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nrjx,/economy/grossdomesticproductgdp
ukea,nrkb,/economy/grossdomesticproductgdp
ukea,nrkd,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nrku,/economy/grossdomesticproductgdp
ukea,nrlk,/economy/grossdomesticproductgdp
ukea,nrln,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nrlp,/economy/grossdomesticproductgdp
ukea,nrlr,/economy/grossdomesticproductgdp
ukea,nrls,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nrlt,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nrlu,/economy/grossdomesticproductgdp
ukea,nrlw,/economy/grossdomesticproductgdp
ukea,nrlx,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nrmg,/economy/grossdomesticproductgdp
ukea,nrmj,/economy/grossdomesticproductgdp
ukea,nrmx,/economy/grossdomesticproductgdp
ukea,nrmy,/economy/grossdomesticproductgdp
ukea,nrmz,/economy/grossdomesticproductgdp
ukea,nrnb,/economy/grossdomesticproductgdp
ukea,nrnc,/economy/grossdomesticproductgdp
ukea,nrne,/economy/grossdomesticproductgdp
ukea,nrnf,/economy/grossdomesticproductgdp
ukea,nrnj,/economy/grossdomesticproductgdp
ukea,nrnk,/economy/grossdomesticproductgdp
ukea,nrnl,/economy/grossdomesticproductgdp
ukea,nrnm,/economy/grossdomesticproductgdp
ukea,nrod,/economy/grossdomesticproductgdp
ukea,nroe,/economy/grossdomesticproductgdp
ukea,nron,/economy/grossdomesticproductgdp
ukea,nroo,/economy/grossdomesticproductgdp
ukea,nrop,/economy/grossdomesticproductgdp
ukea,nroq,/economy/grossdomesticproductgdp
ukea,nros,/economy/grossdomesticproductgdp
ukea,nrvn,/economy/grossdomesticproductgdp
ukea,nsbo,/economy/grossdomesticproductgdp
ukea,nscu,/economy/grossdomesticproductgdp
ukea,nsmm,/economy/governmentpublicsectorandtaxes/publicsectorfinance
ukea,nsmn,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nsnx,/economy/grossdomesticproductgdp
ukea,nsoa,/economy/grossdomesticproductgdp
ukea,nsob,/economy/grossdomesticproductgdp
ukea,nsoc,/economy/grossdomesticproductgdp
ukea,nsod,/economy/grossdomesticproductgdp
ukea,nsoe,/economy/grossdomesticproductgdp
ukea,nsof,/economy/grossdomesticproductgdp
ukea,nsog,/economy/grossdomesticproductgdp
ukea,nsoh,/economy/grossdomesticproductgdp
ukea,nsoi,/economy/grossdomesticproductgdp
ukea,nsol,/economy/grossdomesticproductgdp
ukea,nsom,/economy/grossdomesticproductgdp
ukea,nson,/economy/grossdomesticproductgdp
ukea,nsoo,/economy/grossdomesticproductgdp
ukea,nsop,/economy/grossdomesticproductgdp
ukea,nsox,/economy/grossdomesticproductgdp
ukea,nspa,/economy/grossdomesticproductgdp
ukea,nspb,/economy/grossdomesticproductgdp
ukea,nspc,/economy/grossdomesticproductgdp
ukea,nspe,/economy/grossdomesticproductgdp
ukea,nspf,/economy/grossdomesticproductgdp
ukea,nsph,/economy/grossdomesticproductgdp
ukea,nspk,/economy/grossdomesticproductgdp
ukea,nspn,/economy/grossdomesticproductgdp
ukea,nspo,/economy/grossdomesticproductgdp
ukea,nspp,/economy/grossdomesticproductgdp
ukea,nspq,/economy/grossdomesticproductgdp
ukea,nspr,/economy/grossdomesticproductgdp
ukea,nsps,/economy/grossdomesticproductgdp
ukea,nspt,/economy/grossdomesticproductgdp
ukea,nspu,/economy/grossdomesticproductgdp
ukea,nspv,/economy/grossdomesticproductgdp
ukea,nspw,/economy/grossdomesticproductgdp
ukea,nspy,/economy/grossdomesticproductgdp
ukea,nsqa,/economy/grossdomesticproductgdp
ukea,nsqb,/economy/grossdomesticproductgdp
ukea,nsqc,/economy/grossdomesticproductgdp
ukea,nsqd,/economy/grossdomesticproductgdp
ukea,nsqj,/economy/grossdomesticproductgdp
ukea,nsqk,/economy/grossdomesticproductgdp
ukea,nsql,/economy/grossdomesticproductgdp
ukea,nsqm,/economy/grossdomesticproductgdp
ukea,nsqo,/economy/grossdomesticproductgdp
ukea,nsqp,/economy/grossdomesticproductgdp
ukea,nsqr,/economy/grossdomesticproductgdp
ukea,nsqu,/economy/grossdomesticproductgdp
ukea,nsqv,/economy/grossdomesticproductgdp
ukea,nsqw,/economy/grossdomesticproductgdp
ukea,nsqx,/economy/grossdomesticproductgdp
ukea,nsrc,/economy/grossdomesticproductgdp
ukea,nsrd,/economy/grossdomesticproductgdp
ukea,nsrh,/economy/grossdomesticproductgdp
ukea,nsri,/economy/grossdomesticproductgdp
ukea,nsrt,/economy/grossdomesticproductgdp
ukea,nsrx,/economy/grossdomesticproductgdp
ukea,nssa,/economy/grossdomesticproductgdp
ukea,nssb,/economy/grossdomesticproductgdp
ukea,nssc,/economy/grossdomesticproductgdp
ukea,nssd,/economy/grossdomesticproductgdp
ukea,nsse,/economy/grossdomesticproductgdp
ukea,nssf,/economy/grossdomesticproductgdp
ukea,nssg,/economy/grossdomesticproductgdp
ukea,nssh,/economy/grossdomesticproductgdp
ukea,nssj,/economy/grossdomesticproductgdp
ukea,nssl,/economy/grossdomesticproductgdp
ukea,nssm,/economy/grossdomesticproductgdp
ukea,nssn,/economy/grossdomesticproductgdp
ukea,nsso,/economy/grossdomesticproductgdp
ukea,nssq,/economy/grossdomesticproductgdp
ukea,nssr,/economy/grossdomesticproductgdp
ukea,nsss,/economy/grossdomesticproductgdp
ukea,nssu,/economy/grossdomesticproductgdp
ukea,nssv,/economy/grossdomesticproductgdp
ukea,nssw,/economy/grossdomesticproductgdp
ukea,nssx,/economy/grossdomesticproductgdp
ukea,nssy,/economy/grossdomesticproductgdp
ukea,nssz,/economy/grossdomesticproductgdp
ukea,nsuh,/economy/grossdomesticproductgdp
ukea,nsuk,/economy/grossdomesticproductgdp
ukea,nsul,/economy/grossdomesticproductgdp
ukea,nsun,/economy/grossdomesticproductgdp
ukea,nsuo,/economy/grossdomesticproductgdp
ukea,nsvs,/economy/grossdomesticproductgdp
ukea,nsxl,/economy/grossdomesticproductgdp
ukea,nsza,/economy/grossdomesticproductgdp
ukea,nsze,/economy/grossdomesticproductgdp
ukea,nszf,/economy/grossdomesticproductgdp
ukea,nszi,/economy/grossdomesticproductgdp
ukea,ntai,/economy/grossdomesticproductgdp
ukea,ntam,/economy/grossdomesticproductgdp
ukea,ntao,/economy/grossdomesticproductgdp
ukea,ntap,/economy/grossdomesticproductgdp
ukea,ntar,/economy/grossdomesticproductgdp
ukea,ntau,/economy/grossdomesticproductgdp
ukea,nuha,/economy/grossdomesticproductgdp
ukea,nuhi,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nuhk,/economy/grossdomesticproductgdp
ukea,nvcc,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nvce,/economy/grossdomesticproductgdp
ukea,nvci,/economy/grossdomesticproductgdp
ukea,nvck,/economy/grossdomesticproductgdp
ukea,nvcm,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nvco,/economy/grossdomesticproductgdp
ukea,nvcq,/economy/grossdomesticproductgdp
ukea,nvcs,/economy/grossdomesticproductgdp
ukea,nvcw,/economy/grossdomesticproductgdp
ukea,nvdc,/economy/grossdomesticproductgdp
ukea,nvdg,/economy/grossdomesticproductgdp
ukea,nwxm,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nynl,/economy/grossdomesticproductgdp
ukea,nynm,/economy/grossdomesticproductgdp
ukea,nynn,/economy/grossdomesticproductgdp
ukea,nyno,/economy/grossdomesticproductgdp
ukea,nynp,/economy/grossdomesticproductgdp
ukea,nynq,/economy/grossdomesticproductgdp
ukea,nyns,/economy/grossdomesticproductgdp
ukea,nynt,/economy/grossdomesticproductgdp
ukea,nynw,/economy/grossdomesticproductgdp
ukea,nyoa,/economy/grossdomesticproductgdp
ukea,nyod,/economy/grossdomesticproductgdp
ukea,nyoe,/economy/nationalaccounts/uksectoraccounts
ukea,nyof,/economy/grossdomesticproductgdp
ukea,nyog,/economy/nationalaccounts/uksectoraccounts
ukea,nyoh,/economy/grossdomesticproductgdp
ukea,nyoi,/economy/grossdomesticproductgdp
ukea,nyoj,/economy/nationalaccounts/uksectoraccounts
ukea,nyol,/economy/grossdomesticproductgdp
ukea,nyom,/economy/nationalaccounts/uksectoraccounts
ukea,nyoo,/economy/grossdomesticproductgdp
ukea,nyop,/economy/nationalaccounts/uksectoraccounts
ukea,nyot,/economy/nationalaccounts/uksectoraccounts
ukea,nyox,/economy/grossdomesticproductgdp
ukea,nyoy,/economy/grossdomesticproductgdp
ukea,nyoz,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nypa,/economy/grossdomesticproductgdp
ukea,nypb,/economy/grossdomesticproductgdp
ukea,nypc,/economy/governmentpublicsectorandtaxes/publicspending
ukea,nype,/economy/grossdomesticproductgdp
ukea,nypf,/economy/grossdomesticproductgdp
ukea,nyph,/economy/grossdomesticproductgdp
ukea,nypi,/economy/grossdomesticproductgdp
ukea,nypm,/economy/grossdomesticproductgdp
ukea,nypo,/economy/grossdomesticproductgdp
ukea,nypt,/economy/grossdomesticproductgdp
ukea,nypu,/economy/grossdomesticproductgdp
ukea,nypw,/economy/grossdomesticproductgdp
ukea,nypx,/economy/grossdomesticproductgdp
ukea,nypy,/economy/grossdomesticproductgdp
ukea,nypz,/economy/grossdomesticproductgdp
ukea,nyqa,/economy/grossdomesticproductgdp
ukea,nyqc,/economy/grossdomesticproductgdp
